rank,uid,username,type,accompany,medal_name,medal_level
1,222641849,VJOKERZJX,提督,722,恬豆包,30
2,3546692863396694,早睡早起1855,提督,124,恬豆包,28
3,7208836,幕幕幕幕幕兮丶,提督,83,恬豆包,27
4,495672142,豆奶垫子,舰长,508,恬豆包,30
5,2314835,KugimiyaNanase,舰长,524,恬豆包,29
6,1302082741,粗鲁卑鄙,舰长,671,恬豆包,29
7,225883915,飘啊飘啊飘啊飘_,舰长,575,恬豆包,29
8,19977954,泠泠七弦上え,舰长,584,恬豆包,29
9,477273649,盐奶盖冷萃加氮,舰长,944,恬豆包,28
10,319263289,神棍老师麦迪武,舰长,170,恬豆包,28
11,7833154,nothing-iwnl-,舰长,736,恬豆包,28
12,149522,sed-i,舰长,467,恬豆包,28
13,385944,宝宝喝点水吧,舰长,248,恬豆包,28
14,2966435,叙星晨,舰长,611,恬豆包,28
15,12071021,纯良小羊,舰长,467,恬豆包,28
16,224670,毛玉喵,舰长,469,恬豆包,28
17,411146226,豆请给我一斤糖炒栗子,舰长,557,恬豆包,28
18,4631465,禧浴搓澡巾,舰长,338,恬豆包,28
19,2372997,想上大舞台,舰长,473,恬豆包,28
20,1686289594,丸梨普贝当,舰长,818,恬豆包,27
21,378823,不染葵,舰长,223,恬豆包,27
22,8573986,氕氘氚丿丿l丿ll,舰长,194,恬豆包,27
23,39140611,海蓝丶胜者悲歌,舰长,252,恬豆包,27
24,431956406,我的颜栗只有你,舰长,342,恬豆包,27
25,2794950,梦怡少年,舰长,346,恬豆包,27
26,26892910,大于3个小于30个字符,舰长,944,恬豆包,27
27,3499113,-谢谢你泰罗,舰长,281,恬豆包,27
28,4464599,天曦,舰长,376,恬豆包,27
29,400702,月神二号,舰长,488,恬豆包,27
30,44996524,吃土豆的木匠,舰长,224,恬豆包,27
31,28640116,我永远喜欢ちゅちゅ,舰长,444,恬豆包,27
32,22317289,逐迹寻星,舰长,192,恬豆包,26
33,96635934,流泪人吾皇,舰长,948,恬豆包,26
34,102748146,我要发动我的技能,舰长,396,恬豆包,26
35,66069738,叶青从小就很聪明,舰长,322,恬豆包,26
36,491121103,绯桂大好き,舰长,335,恬豆包,26
37,32933365,bekkibekkibe,舰长,507,恬豆包,26
38,6665522,辣牛奶不吃辣,舰长,954,恬豆包,26
39,408030089,流明的雨,舰长,139,恬豆包,26
40,93214,o秋-知弦o,舰长,94,恬豆包,26
41,12796481,绯色丶花,舰长,503,恬豆包,26
42,143241,铝和灰烬,舰长,275,恬豆包,26
43,1580640,劝你纯良,舰长,449,恬豆包,26
44,151082,暴躁的妹唄唄,舰长,744,恬豆包,26
45,5114175,桔子棉花糖orange,舰长,464,恬豆包,26
46,8350414,智能成长型冤种,舰长,220,恬豆包,26
47,6052395,知非晓默,舰长,338,恬豆包,26
48,215156666,全点防御高咲侑,舰长,251,恬豆包,26
49,304172578,待我呆毛啵起,舰长,143,恬豆包,26
50,10826177,瑜木踢西瓜,舰长,910,恬豆包,26
51,114686482,泳装趾压板跳绳,舰长,83,恬豆包,26
52,21182500,爱吃恬豆包不爱吃汉堡,舰长,535,恬豆包,26
